브랜드,모델명,세부모델명,차종,트림명,가격,전장,전폭,전고,축거,윤거 (전),윤거 (후),오버행 (전),오버행 (후),차음 유리,자외선 차단유리,엔진형식,배기량,최고출력,최대토크,최고속도,제로백,친환경,연료,연료탱크,CO₂ 배출,배터리 용량,배터리 전압,배터리 제조사,배터리 종류,충전방식 (급속),충전방식 (완속),충전시간 (급속),충전시간 (완속),에너지소비효율,복합연비,고속연비,도심연비,복합전비,고속전비,도심전비,복합 주행거리,고속 주행거리,도심 주행거리,정속주행,변속기,굴림방식,브레이크 (전),브레이크 (후),서스펜션 (전),서스펜션 (후),타이어 (전),타이어 (후),휠 (전),휠 (후),주차보조,주행안전,보행자 안전,공회전 제한장치,에어백,도어포켓 라이트,엠비언트 라이트,룸미러,헤드램프,헤드램프 부가기능,주간 주행등,리어 램프,전방 안개등,아웃 사이드미러,주요기능,승차정원,시트배열,시트재질,동승석,운전석,뒷좌석 송풍구,뒷좌석 측면커튼,뒷좌석 후면커튼,계기판,스티어링 휠,화면크기,사운드시스템,스피커,적재량,적재함 길이,적재함 너비,적재함 높이,트렁크,트렁크 (전) 용량,트렁크 (후) 용량,에어컨,엔진시동,와이퍼,파워 아웃렛,온도조절 범위,루프,주차 브레이크,부가기능
KGM,렉스턴 스포츠,2024년형 디젤 2.2 (쿨멘) 가격변경,픽업/밴,노블레스 4WD (A/T),40610000,"5,105 mm","1,950 mm","1,870 mm","3,100 mm","1,640 mm","1,640 mm",890 mm,"1,105 mm",,앞면,직렬 4기통,2157.0,"202/3,800 ps/rpm","45/1,600~2,600 kg.m/rpm",,,,디젤,75 ℓ,187.0,,,,,,,,,4 등급,10.4,11.3,9.7,,,,,,,CC (차간 조절),자동 6단,4WD,벤틸레이티드 디스크,디스크,더블 위시본,5링크 코일스프링,255/50R,255/50R,20 인치,20 인치,"전방감지 ,
후방감지 ,
후방카메라 ,
조향연동 안내선","ABS ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
후측방 충돌 방지 보조 ,
경사로 밀림 방지 ,
부주의 운전 경보 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조 ,
주행 조향 보조",,지원,"운전석 ,
동승석 ,
사이드 (앞) ,
커튼",,유,"자동디밍 ,
하이패스 내장",LED,"오토 라이트 컨트롤 ,
오토 하이빔",LED,LED,LED,"전동접이 ,
전동조절 ,
열선 ,
방향지시등 ,
퍼들램프","내비게이션 ,
라디오 ,
텔레매틱스 ,
오디오 파일 재생 ,
블루투스",5.0,2 + 3,나파가죽,"열선 ,
통풍 ,
전동조절","열선 ,
통풍 ,
전동조절 ,
요추받침",2열,,,디지털,"가죽 ,
열선 ,
틸트 ,
텔레스코픽",12.3 인치,,6.0,400 kg,,,,,,,"자동 온도조절 ,
자동 성에제거",버튼시동,전방 레인센서,"12V 파워 아울렛 ,
USB ,
스마트폰 무선 충전",,,핸들식,"터치스크린 ,
음성인식"
BMW,1 Series,2024년형 가솔린 2.0,준중형,120i Sport (P1) (A/T),47300000,"4,320 mm","1,800 mm","1,435 mm","2,690 mm",,,,,,,직렬 4기통,1998.0,"192/5,000~6,000 ps/rpm","28.6/1,350~4,600 kg.m/rpm",235 km/h,7.0 초,저공해 3종,가솔린,50 ℓ,154.0,,,,,,,,,4 등급,11.0,13.0,9.7,,,,,,,CC (정속 주행),자동 8단,FF,벤틸레이티드 디스크,벤틸레이티드 디스크,맥퍼슨 스트럿,멀티링크,225/45R,225/45R,17 인치,17 인치,"전방감지 ,
후방감지 ,
후방카메라 ,
자동주차보조","ABS ,
전방 추돌 경고 ,
차선 이탈 경고 ,
타이어 공기압 경고",,오토 스타트/스톱,"운전석 ,
동승석 ,
사이드 (앞) ,
커튼",,유,자동디밍,LED,오토 하이빔,,,LED,"전동접이 ,
전동조절 ,
자동디밍","내비게이션 ,
텔레매틱스 ,
블루투스",5.0,2 + 3,센사텍,"열선 ,
전동조절","열선 ,
전동조절 ,
메모리",,,,"HUD ,
디지털","가죽 ,
열선",,,,,,,,"전동식 ,
스마트 트렁크",,380 ℓ,자동 온도조절,"버튼시동 ,
스마트폰 디지털키",,"USB ,
스마트폰 무선 충전",2 존,파노라마 선루프,전자식,"터치스크린 ,
애플 카플레이 ,
안드로이드 오토"
BMW,1 Series,2024년형 가솔린 2.0,준중형,120i Sport (P2) (A/T),47300000,"4,320 mm","1,800 mm","1,435 mm","2,690 mm",,,,,,,직렬 4기통,1998.0,"192/5,000~6,000 ps/rpm","28.6/1,350~4,600 kg.m/rpm",235 km/h,7.0 초,저공해 3종,가솔린,50 ℓ,154.0,,,,,,,,,4 등급,11.0,13.0,9.7,,,,,,,CC (정속 주행),자동 8단,FF,벤틸레이티드 디스크,벤틸레이티드 디스크,맥퍼슨 스트럿,멀티링크,225/45R,225/45R,17 인치,17 인치,"전방감지 ,
후방감지 ,
후방카메라 ,
자동주차보조","ABS ,
전방 추돌 경고 ,
차선 이탈 경고 ,
타이어 공기압 경고",,오토 스타트/스톱,"운전석 ,
동승석 ,
사이드 (앞) ,
커튼",,유,자동디밍,LED,오토 하이빔,,,LED,"전동접이 ,
전동조절 ,
자동디밍","내비게이션 ,
텔레매틱스 ,
블루투스",5.0,2 + 3,센사텍,"열선 ,
전동조절","열선 ,
전동조절 ,
메모리",,,,"HUD ,
디지털","가죽 ,
열선",,,,,,,,"전동식 ,
스마트 트렁크",,380 ℓ,자동 온도조절,"버튼시동 ,
스마트폰 디지털키",,"USB ,
스마트폰 무선 충전",2 존,파노라마 선루프,전자식,"터치스크린 ,
애플 카플레이 ,
안드로이드 오토"
BMW,1 Series,2024년형 가솔린 2.0,준중형,120i M Sport (P1) (A/T),51400000,"4,320 mm","1,800 mm","1,435 mm","2,690 mm",,,,,,,직렬 4기통,1998.0,"192/5,000~6,000 ps/rpm","28.6/1,350~4,600 kg.m/rpm",235 km/h,7.0 초,저공해 3종,가솔린,50 ℓ,154.0,,,,,,,,,4 등급,11.0,13.0,9.7,,,,,,,"CC (정지, 재출발)",자동 8단,FF,벤틸레이티드 디스크,벤틸레이티드 디스크,맥퍼슨 스트럿,멀티링크,225/40R,225/40R,18 인치,18 인치,"전방감지 ,
후방감지 ,
후방카메라 ,
자동주차보조","ABS ,
전자 제어 서스펜션 ,
전방 추돌 경고 ,
차선 이탈 경고 ,
타이어 공기압 경고",,오토 스타트/스톱,"운전석 ,
동승석 ,
사이드 (앞) ,
커튼",,유,자동디밍,LED,오토 하이빔,,,LED,"전동접이 ,
전동조절 ,
자동디밍","내비게이션 ,
텔레매틱스 ,
블루투스",5.0,2 + 3,센사텍,"열선 ,
전동조절 ,
요추받침","열선 ,
전동조절 ,
메모리 ,
요추받침",,,,"HUD ,
디지털","가죽 ,
열선",,,,,,,,전동식,,380 ℓ,자동 온도조절,버튼시동,,"USB ,
스마트폰 무선 충전",2 존,파노라마 선루프,전자식,"터치스크린 ,
애플 카플레이 ,
안드로이드 오토"
BMW,1 Series,2024년형 가솔린 2.0,준중형,120i M Sport (P1-0) (A/T),50900000,"4,320 mm","1,800 mm","1,435 mm","2,690 mm",,,,,,,직렬 4기통,1998.0,"192/5,000~6,000 ps/rpm","28.6/1,350~4,600 kg.m/rpm",235 km/h,7.0 초,저공해 3종,가솔린,50 ℓ,154.0,,,,,,,,,4 등급,11.0,13.0,9.7,,,,,,,CC (정속 주행),자동 8단,FF,벤틸레이티드 디스크,벤틸레이티드 디스크,맥퍼슨 스트럿,멀티링크,225/40R,225/40R,18 인치,18 인치,"전방감지 ,
후방감지 ,
후방카메라 ,
자동주차보조","ABS ,
전자 제어 서스펜션 ,
전방 추돌 경고 ,
차선 이탈 경고 ,
타이어 공기압 경고",,오토 스타트/스톱,"운전석 ,
동승석 ,
사이드 (앞) ,
커튼",,유,자동디밍,LED,오토 하이빔,,,LED,"전동접이 ,
전동조절 ,
자동디밍","내비게이션 ,
텔레매틱스 ,
블루투스",5.0,2 + 3,센사텍,"열선 ,
전동조절 ,
요추받침","열선 ,
전동조절 ,
메모리 ,
요추받침",,,,"HUD ,
디지털","가죽 ,
열선",,,,,,,,전동식,,380 ℓ,자동 온도조절,버튼시동,,"USB ,
스마트폰 무선 충전",2 존,파노라마 선루프,전자식,"터치스크린 ,
애플 카플레이 ,
안드로이드 오토"
BMW,1 Series,2024년형 가솔린 2.0,준중형,M135i xDrive (P1) (A/T),62600000,"4,320 mm","1,800 mm","1,435 mm","2,670 mm",,,,,,,직렬 4기통,1998.0,"306/5,000~6,250 ps/rpm","45.9/1,750~4,500 kg.m/rpm",250 km/h,4.7 초,,가솔린,,170.0,,,,,,,,,4 등급,10.0,11.8,8.9,,,,,,,"CC (정지, 재출발)",자동 8단,4WD,벤틸레이티드 디스크,벤틸레이티드 디스크,맥퍼슨 스트럿,멀티링크,225/35R,225/35R,19 인치,19 인치,"전방감지 ,
후방감지 ,
후방카메라 ,
조향연동 안내선 ,
자동주차보조","ABS ,
전자 제어 서스펜션 ,
전방 추돌 경고 ,
차선 이탈 경고 ,
후측방 사각 지대 경고",,오토 스타트/스톱,"운전석 ,
동승석 ,
사이드 (앞) ,
커튼",,유,자동디밍,LED,오토 하이빔,,,,"전동접이 ,
전동조절 ,
자동디밍","내비게이션 ,
텔레매틱스 ,
오디오 파일 재생 ,
블루투스",5.0,2 + 3,다코타,"열선 ,
전동조절 ,
요추받침","열선 ,
전동조절 ,
메모리 ,
요추받침",,,,"HUD ,
디지털","가죽 ,
열선",10.25 인치,,,,,,,"전동식 ,
스마트 트렁크",,380 ℓ,자동 온도조절,"버튼시동 ,
스마트폰 디지털키",,"USB ,
스마트폰 무선 충전",2 존,파노라마 선루프,전자식,"터치스크린 ,
애플 카플레이 ,
안드로이드 오토"
BMW,1 Series,2024년형 가솔린 2.0,준중형,M135i xDrive (P2) (A/T),62600000,"4,320 mm","1,800 mm","1,435 mm","2,670 mm",,,,,,,직렬 4기통,1998.0,"306/5,000~6,250 ps/rpm","45.9/1,750~4,500 kg.m/rpm",250 km/h,4.7 초,,가솔린,,170.0,,,,,,,,,4 등급,10.0,11.8,8.9,,,,,,,"CC (정지, 재출발)",자동 8단,4WD,벤틸레이티드 디스크,벤틸레이티드 디스크,맥퍼슨 스트럿,멀티링크,225/35R,225/35R,19 인치,19 인치,"전방감지 ,
후방감지 ,
후방카메라 ,
조향연동 안내선 ,
자동주차보조","ABS ,
전자 제어 서스펜션 ,
전방 추돌 경고 ,
차선 이탈 경고 ,
후측방 사각 지대 경고",,오토 스타트/스톱,"운전석 ,
동승석 ,
사이드 (앞) ,
커튼",,유,자동디밍,LED,오토 하이빔,,,,"전동접이 ,
전동조절 ,
자동디밍","내비게이션 ,
텔레매틱스 ,
오디오 파일 재생 ,
블루투스",5.0,2 + 3,다코타,"열선 ,
전동조절 ,
요추받침","열선 ,
전동조절 ,
메모리 ,
요추받침",,,,"HUD ,
디지털","가죽 ,
열선",10.25 인치,,,,,,,"전동식 ,
스마트 트렁크",,380 ℓ,자동 온도조절,"버튼시동 ,
스마트폰 디지털키",,"USB ,
스마트폰 무선 충전",2 존,파노라마 선루프,전자식,"터치스크린 ,
애플 카플레이 ,
안드로이드 오토"
폭스바겐,Tiguan,2024년형 디젤 2.0,중형SUV,TDI Premium (A/T),45480000,"4,510 mm","1,840 mm","1,635 mm","2,680 mm",,,,,,,직렬 4기통,1968.0,"150/3,000~4,200 ps/rpm","36.7/1,600~2,750 kg.m/rpm",200 km/h,9.4 초,,디젤,58 ℓ,121.0,,,,,,,,,2 등급,15.6,17.6,14.2,,,,,,,"CC (정지, 재출발)",DCT 7단,FF,디스크,디스크,맥퍼슨 스트럿,멀티링크,235/55R,235/55R,18 인치,18 인치,"전방감지 ,
후방감지 ,
후방카메라 ,
자동주차보조","ABS ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
부주의 운전 경보 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조 ,
주행 조향 보조",보행자 인식 긴급제동,,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞)",,유,자동디밍,LED,,LED,"LED ,
후방 안개등",,"전동접이 ,
전동조절 ,
열선 ,
후진 자동하향","라디오 ,
오디오 파일 재생 ,
블루투스",5.0,2 + 3,Vienna 가죽,열선,"열선 ,
전동조절 ,
메모리 ,
요추받침",,,,디지털,"가죽 ,
열선",8 인치,,8.0,,,,,"전동식 ,
스마트 트렁크",,615 ℓ,자동 온도조절,버튼시동,전방 레인센서,"USB ,
스마트폰 무선 충전",3 존,,"전자식 ,
오토홀드","터치스크린 ,
음성인식 ,
애플 카플레이 ,
안드로이드 오토"
폭스바겐,Tiguan,2024년형 디젤 2.0,중형SUV,TDI Prestige (A/T),49610000,"4,510 mm","1,840 mm","1,635 mm","2,680 mm",,,,,,,직렬 4기통,1968.0,"150/3,000~4,200 ps/rpm","36.7/1,600~2,750 kg.m/rpm",200 km/h,9.4 초,,디젤,58 ℓ,121.0,,,,,,,,,2 등급,15.6,17.6,14.2,,,,,,,"CC (정지, 재출발)",DCT 7단,FF,디스크,디스크,맥퍼슨 스트럿,멀티링크,235/50R,235/50R,19 인치,19 인치,"전방감지 ,
후방감지 ,
전방카메라 ,
후방카메라 ,
측면카메라 ,
어라운드 뷰 ,
자동주차보조","ABS ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
부주의 운전 경보 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조 ,
주행 조향 보조",보행자 인식 긴급제동,,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞)",,유,자동디밍,LED,,LED,"LED ,
후방 안개등",,"전동접이 ,
전동조절 ,
열선 ,
후진 자동하향","내비게이션 ,
라디오 ,
오디오 파일 재생 ,
블루투스",5.0,2 + 3,Vienna 가죽,"열선 ,
전동조절 ,
메모리 ,
요추받침","열선 ,
전동조절 ,
메모리 ,
요추받침",,,,"HUD ,
디지털","가죽 ,
열선",9.2 인치,,8.0,,,,,"전동식 ,
스마트 트렁크",,615 ℓ,자동 온도조절,버튼시동,전방 레인센서,"USB ,
스마트폰 무선 충전",3 존,파노라마 선루프,"전자식 ,
오토홀드","터치스크린 ,
음성인식 ,
애플 카플레이 ,
안드로이드 오토"
폭스바겐,Tiguan,2024년형 올스페이스 가솔린 2.0,중형SUV,TSI Prestige Allspace (A/T),53740000,"4,730 mm","1,840 mm","1,660 mm","2,790 mm",,,,,,,직렬 4기통,1984.0,"186/4,400~6,000 ps/rpm","30.6/1,600~4,300 kg.m/rpm",,,,가솔린,58 ℓ,167.0,,,,,,,,,4 등급,10.1,11.9,9.0,,,,,,,CC (차간 조절),자동 8단,FF,디스크,디스크,맥퍼슨 스트럿,멀티링크,235/50R,235/50R,19 인치,19 인치,"전방감지 ,
후방감지 ,
전방카메라 ,
후방카메라 ,
측면카메라 ,
어라운드 뷰 ,
자동주차보조","ABS ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
부주의 운전 경보 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조 ,
주행 조향 보조",,지원,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
커튼",,유,자동디밍,LED,오토 하이빔,LED,"LED ,
후방 안개등",,"전동접이 ,
전동조절 ,
열선 ,
후진 자동하향","내비게이션 ,
라디오 ,
오디오 파일 재생 ,
블루투스",7.0,2 + 3 + 2,Vienna 가죽,"열선 ,
통풍 ,
요추받침","열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침",,,,"HUD ,
디지털","가죽 ,
열선",9.2 인치,,8.0,,,,,"전동식 ,
스마트 트렁크",,230 ℓ,자동 온도조절,버튼시동,"전방 레인센서 ,
후방 와이퍼","USB ,
스마트폰 무선 충전 ,
230V",3 존,파노라마 선루프,"전자식 ,
오토홀드","터치스크린 ,
음성인식 ,
애플 카플레이 ,
안드로이드 오토"
BMW,4 Series,2024년형 쿠페 가솔린 2.0,중형,420i Coupe M Sport (P1) (A/T),69200000,"4,770 mm","1,845 mm","1,385 mm","2,850 mm",,,,,,,직렬 4기통,1998.0,"184/5,000 ps/rpm","30.6/1,400~4,200 kg.m/rpm",240 km/h,7.5 초,저공해 3종,가솔린,59 ℓ,145.0,,,,,,,,,4 등급,11.5,13.5,10.3,,,,,,,"CC (정지, 재출발)",자동 8단,FR,벤틸레이티드 디스크,벤틸레이티드 디스크,맥퍼슨 스트럿,멀티링크,225/40R,255/35R,19 인치,19 인치,"전방감지 ,
후방감지 ,
측면감지 ,
후방카메라 ,
어라운드 뷰 ,
조향연동 안내선 ,
자동주차보조","ABS ,
전자 제어 서스펜션 ,
전방 추돌 경고 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조 ,
주행 조향 보조",보행자 인식 긴급제동,오토 스타트/스톱,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
커튼",,유,자동디밍,LASER,오토 하이빔,,,벌브형,"전동접이 ,
자동디밍","내비게이션 ,
텔레매틱스 ,
오디오 파일 재생 ,
블루투스",5.0,2 + 3,버네스카,"열선 ,
통풍 ,
전동조절","열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침",,,,디지털,"가죽 ,
열선",14.9 인치,,,,,,,"전동식 ,
스마트 트렁크",,440 ℓ,,"버튼시동 ,
원격시동 ,
스마트폰 디지털키",,"USB ,
스마트폰 무선 충전",3 존,선루프,"전자식 ,
오토홀드","터치스크린 ,
애플 카플레이 ,
안드로이드 오토"
BMW,4 Series,2024년형 쿠페 가솔린 2.0,중형,420i Coupe M Sport (P2) (A/T),69500000,"4,770 mm","1,845 mm","1,385 mm","2,850 mm",,,,,,,직렬 4기통,1998.0,"184/5,000 ps/rpm","30.6/1,400~4,200 kg.m/rpm",240 km/h,7.5 초,저공해 3종,가솔린,59 ℓ,145.0,,,,,,,,,4 등급,11.5,13.5,10.3,,,,,,,"CC (정지, 재출발)",자동 8단,FR,벤틸레이티드 디스크,벤틸레이티드 디스크,맥퍼슨 스트럿,멀티링크,225/40R,255/35R,19 인치,19 인치,"전방감지 ,
후방감지 ,
측면감지 ,
후방카메라 ,
어라운드 뷰 ,
조향연동 안내선 ,
자동주차보조","ABS ,
전자 제어 서스펜션 ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
후측방 충돌 방지 보조 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조 ,
주행 조향 보조","액티브 후드 ,
보행자 인식 긴급제동",오토 스타트/스톱,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
커튼",,유,자동디밍,LASER,오토 하이빔,,,벌브형,"전동접이 ,
자동디밍","내비게이션 ,
텔레매틱스 ,
오디오 파일 재생 ,
블루투스",5.0,2 + 3,버네스카,"열선 ,
통풍 ,
전동조절","열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침",,,,디지털,"가죽 ,
열선",14.9 인치,,,,,,,"전동식 ,
스마트 트렁크",,440 ℓ,,"버튼시동 ,
원격시동 ,
스마트폰 디지털키",,"USB ,
스마트폰 무선 충전",3 존,선루프,"전자식 ,
오토홀드","터치스크린 ,
애플 카플레이 ,
안드로이드 오토"
BMW,4 Series,2024년형 쿠페 가솔린 3.0,중형,M440i xDrive Coupe Online Exclusive (P1) (A/T),91800000,"4,770 mm","1,845 mm","1,395 mm","2,850 mm",,,,,,,직렬 6기통,2998.0,"387/5,800~6,500 ps/rpm","51.0/1,800~5,000 kg.m/rpm",250 km/h,4.5 초,,가솔린,59 ℓ,165.0,,,,,,,,,4 등급,10.4,12.7,9.1,,,,,,,"CC (정지, 재출발)",자동 8단,4WD,벤틸레이티드 디스크,벤틸레이티드 디스크,맥퍼슨 스트럿,멀티링크,225/40R,255/35R,19 인치,19 인치,"전방감지 ,
후방감지 ,
측면감지 ,
전방카메라 ,
후방카메라 ,
측면카메라 ,
어라운드 뷰 ,
조향연동 안내선 ,
자동주차보조","ABS ,
전자 제어 서스펜션 ,
전방 추돌 경고 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조 ,
주행 조향 보조",보행자 인식 긴급제동,오토 스타트/스톱,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
커튼",,유,자동디밍,LASER,"오토 라이트 컨트롤 ,
오토 하이빔",,,,"전동접이 ,
자동디밍","내비게이션 ,
텔레매틱스 ,
오디오 파일 재생 ,
블루투스",5.0,2 + 3,메리노,"열선 ,
통풍 ,
전동조절 ,
요추받침","열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침",,,,"HUD ,
디지털","가죽 ,
열선",14.9 인치,Harman/Kardon,,,,,,"전동식 ,
스마트 트렁크",,440 ℓ,,"버튼시동 ,
원격시동 ,
스마트폰 디지털키",,"USB ,
스마트폰 무선 충전",3 존,선루프,"전자식 ,
오토홀드","터치스크린 ,
애플 카플레이 ,
안드로이드 오토"
BMW,4 Series,2024년형 쿠페 가솔린 3.0,중형,M440i xDrive Coupe Online Exclusive (P2) (A/T),92100000,"4,770 mm","1,845 mm","1,395 mm","2,850 mm",,,,,,,직렬 6기통,2998.0,"387/5,800~6,500 ps/rpm","51.0/1,800~5,000 kg.m/rpm",250 km/h,4.5 초,,가솔린,59 ℓ,165.0,,,,,,,,,4 등급,10.4,12.7,9.1,,,,,,,"CC (정지, 재출발)",자동 8단,4WD,벤틸레이티드 디스크,벤틸레이티드 디스크,맥퍼슨 스트럿,멀티링크,225/40R,255/35R,19 인치,19 인치,"전방감지 ,
후방감지 ,
측면감지 ,
전방카메라 ,
후방카메라 ,
측면카메라 ,
어라운드 뷰 ,
조향연동 안내선 ,
자동주차보조","ABS ,
전자 제어 서스펜션 ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
후측방 충돌 방지 보조 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조 ,
주행 조향 보조","액티브 후드 ,
보행자 인식 긴급제동",오토 스타트/스톱,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
커튼",,유,자동디밍,LASER,"오토 라이트 컨트롤 ,
오토 하이빔",,,,"전동접이 ,
자동디밍","내비게이션 ,
텔레매틱스 ,
오디오 파일 재생 ,
블루투스",5.0,2 + 3,메리노,"열선 ,
통풍 ,
전동조절 ,
요추받침","열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침",,,,"HUD ,
디지털","가죽 ,
열선",14.9 인치,Harman/Kardon,,,,,,"전동식 ,
스마트 트렁크",,440 ℓ,,"버튼시동 ,
원격시동 ,
스마트폰 디지털키",,"USB ,
스마트폰 무선 충전",3 존,선루프,"전자식 ,
오토홀드","터치스크린 ,
애플 카플레이 ,
안드로이드 오토"
BMW,4 Series,2024년형 컨버터블 가솔린 2.0,중형,420i Convertible M Sport (P2) (A/T),76300000,"4,770 mm","1,845 mm","1,385 mm","2,850 mm",,,,,,,직렬 4기통,1998.0,"184/5,000 ps/rpm","30.6/1,400~4,200 kg.m/rpm",236 km/h,8.2 초,저공해 3종,가솔린,59 ℓ,149.0,,,,,,,,,4 등급,11.4,13.7,10.1,,,,,,,"CC (정지, 재출발)",자동 8단,FR,벤틸레이티드 디스크,벤틸레이티드 디스크,맥퍼슨 스트럿,멀티링크,225/40R,255/35R,19 인치,19 인치,"전방감지 ,
후방감지 ,
측면감지 ,
후방카메라 ,
어라운드 뷰 ,
조향연동 안내선 ,
자동주차보조","ABS ,
전자 제어 서스펜션 ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
후측방 충돌 방지 보조 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조 ,
주행 조향 보조","액티브 후드 ,
보행자 인식 긴급제동",오토 스타트/스톱,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
커튼",,유,자동디밍,LASER,오토 하이빔,,,벌브형,"전동접이 ,
자동디밍","내비게이션 ,
텔레매틱스 ,
오디오 파일 재생 ,
블루투스",4.0,2 + 3,버네스카,"열선 ,
통풍 ,
전동조절","열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침",,,,디지털,"가죽 ,
열선",14.9 인치,Harman/Kardon,16.0,,,,,"전동식 ,
스마트 트렁크",,385 ℓ,,"버튼시동 ,
스마트폰 디지털키",,"USB ,
스마트폰 무선 충전",3 존,,"전자식 ,
오토홀드","터치스크린 ,
애플 카플레이 ,
안드로이드 오토"
BMW,4 Series,2024년형 컨버터블 가솔린 2.0,중형,420i Convertible M Sport (P2-0) (A/T),75500000,"4,770 mm","1,845 mm","1,385 mm","2,850 mm",,,,,,,직렬 4기통,1998.0,"184/5,000 ps/rpm","30.6/1,400~4,200 kg.m/rpm",236 km/h,8.2 초,저공해 3종,가솔린,59 ℓ,149.0,,,,,,,,,4 등급,11.4,13.7,10.1,,,,,,,"CC (정지, 재출발)",자동 8단,FR,벤틸레이티드 디스크,벤틸레이티드 디스크,맥퍼슨 스트럿,멀티링크,225/40R,255/35R,19 인치,19 인치,"전방감지 ,
후방감지 ,
측면감지 ,
후방카메라 ,
어라운드 뷰 ,
조향연동 안내선 ,
자동주차보조","ABS ,
전자 제어 서스펜션 ,
전방 추돌 경고 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조 ,
주행 조향 보조",보행자 인식 긴급제동,오토 스타트/스톱,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
커튼",,유,자동디밍,LASER,오토 하이빔,,,벌브형,"전동접이 ,
자동디밍","내비게이션 ,
텔레매틱스 ,
오디오 파일 재생 ,
블루투스",4.0,2 + 3,버네스카,"열선 ,
통풍 ,
전동조절","열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침",,,,디지털,"가죽 ,
열선",14.9 인치,,,,,,,"전동식 ,
스마트 트렁크",,385 ℓ,,"버튼시동 ,
스마트폰 디지털키",,"USB ,
스마트폰 무선 충전",3 존,,"전자식 ,
오토홀드","터치스크린 ,
애플 카플레이 ,
안드로이드 오토"
