브랜드,모델명,세부모델명,차종,트림명,가격,전장,전폭,전고,축거,윤거 (전),윤거 (후),오버행 (전),오버행 (후),차음 유리,자외선 차단유리,엔진형식,배기량,최고출력,최대토크,최고속도,제로백,친환경,연료,연료탱크,CO₂ 배출,배터리 용량,배터리 전압,배터리 제조사,배터리 종류,충전방식 (급속),충전방식 (완속),충전시간 (급속),충전시간 (완속),에너지소비효율,복합연비,고속연비,도심연비,복합 주행거리,고속 주행거리,도심 주행거리,정속주행,변속기,굴림방식,브레이크 (전),브레이크 (후),서스펜션 (전),서스펜션 (후),타이어 (전),타이어 (후),휠 (전),휠 (후),주차보조,주행안전,보행자 안전,공회전 제한장치,에어백,도어포켓 라이트,엠비언트 라이트,룸미러,헤드램프,헤드램프 부가기능,주간 주행등,리어 램프,전방 안개등,아웃 사이드미러,주요기능,승차정원,시트배열,시트재질,동승석,운전석,뒷좌석 송풍구,뒷좌석 측면커튼,뒷좌석 후면커튼,계기판,스티어링 휠,화면크기,사운드시스템,스피커,적재량,적재함 길이,적재함 너비,적재함 높이,트렁크,트렁크 (전) 용량,트렁크 (후) 용량,에어컨,엔진시동,와이퍼,파워 아웃렛,온도조절 범위,루프,주차 브레이크,부가기능,고속전비,복합전비,도심전비
포르쉐,The new Taycan,2025년형 전기,스포츠카,Taycan 4S (A/T),"155,700,000원","4,963 mm","1,966 mm","1,379 mm","2,900 mm",,,,,,,,,,,250 km/h,3.7 초,저공해 1종,전기(배터리),,,105 kWh,,LG 에너지솔루션,,,,,,,,,,,,,"CC (정지, 재출발)",자동 2단,AWD,벤틸레이티드 디스크,벤틸레이티드 디스크,,,225/55R,275/45R,19 인치,19 인치,"전방감지 ,
후방감지 ,
전방카메라 ,
후방카메라 ,
어라운드 뷰 ,
자동주차보조","ABS ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조",액티브 후드,,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
커튼 ,
동승석 무릎",,유,자동디밍,LED,오토 라이트 컨트롤,LED,LED,,"전동접이 ,
전동조절 ,
열선 ,
자동디밍","내비게이션 ,
라디오 ,
오디오 파일 재생 ,
블루투스",5,2 + 3,가죽,"열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침","열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침",2열,,,디지털,"가죽 ,
열선 ,
틸트 ,
텔레스코픽 ,
전동 조절",,BOSE,14,,,,,스마트 트렁크,84 ℓ,407 ℓ,자동 온도조절,버튼시동,전방 레인센서,"USB ,
스마트폰 무선 충전",4 존,,전자식,"터치스크린 ,
애플 카플레이 ,
안드로이드 오토",,,
포르쉐,The new Taycan,2025년형 터보 전기,스포츠카,Taycan Turbo (A/T),"209,800,000원","4,962 mm","1,966 mm","1,381 mm","2,900 mm",,,,,,,,,,,260 km/h,2.7 초,저공해 1종,전기(배터리),,,105 kWh,,LG 에너지솔루션,,,,,,,,,,430 km,,,"CC (정지, 재출발)",자동 2단,4WD,벤틸레이티드 디스크,벤틸레이티드 디스크,,,245/45R,285/40R,20 인치,20 인치,"전방감지 ,
후방감지 ,
전방카메라 ,
후방카메라 ,
어라운드 뷰 ,
자동주차보조","ABS ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조",액티브 후드,,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
커튼 ,
동승석 무릎",,유,자동디밍,LED,오토 라이트 컨트롤,LED,LED,,"전동접이 ,
전동조절 ,
열선 ,
자동디밍","내비게이션 ,
라디오 ,
오디오 파일 재생 ,
블루투스",5,2 + 3,가죽,"열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침","열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침",2열,,,디지털,"가죽 ,
열선 ,
틸트 ,
텔레스코픽 ,
전동 조절",,BOSE,14,,,,,스마트 트렁크,84 ℓ,366 ℓ,자동 온도조절,버튼시동,전방 레인센서,"USB ,
스마트폰 무선 충전",4 존,,전자식,"터치스크린 ,
애플 카플레이 ,
안드로이드 오토",,3.7 km/kWh,
포르쉐,The new Taycan,2025년형 터보 전기,스포츠카,Taycan Turbo S (A/T),"247,400,000원","4,962 mm","1,966 mm","1,378 mm","2,900 mm",,,,,,,,,,,260 km/h,2.4 초,저공해 1종,전기(배터리),,,105 kWh,,LG 에너지솔루션,,,,,,,,,,425 km,,,"CC (정지, 재출발)",자동 2단,AWD,벤틸레이티드 디스크,벤틸레이티드 디스크,,,265/35R,305/30R,21 인치,21 인치,"전방감지 ,
후방감지 ,
전방카메라 ,
후방카메라 ,
어라운드 뷰 ,
자동주차보조","ABS ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
부주의 운전 경보 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조",액티브 후드,,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
커튼 ,
동승석 무릎",,유,자동디밍,LED,오토 라이트 컨트롤,LED,LED,,"전동접이 ,
전동조절 ,
열선 ,
자동디밍","내비게이션 ,
라디오 ,
오디오 파일 재생 ,
블루투스",5,2 + 3,가죽,"열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침","열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침",2열,,,디지털,"가죽 ,
열선 ,
틸트 ,
텔레스코픽 ,
전동 조절",,BOSE,14,,,,,스마트 트렁크,84 ℓ,366 ℓ,자동 온도조절,버튼시동,전방 레인센서,"USB ,
스마트폰 무선 충전",4 존,,전자식,"터치스크린 ,
애플 카플레이 ,
안드로이드 오토",,3.7 km/kWh,
포르쉐,The new Taycan,2025년형 터보 GT 전기,스포츠카,Taycan Turbo GT (A/T),"296,100,000원","4,968 mm","1,998 mm","1,378 mm","2,900 mm",,,,,"앞면 ,
앞좌석 ,
뒷좌석 ,
뒷면","앞면 ,
앞좌석 ,
뒷좌석 ,
뒷면",,,,,290 km/h,2.3 초,저공해 1종,전기(배터리),,,105 kWh,,LG 에너지솔루션,,,,,,,,,,,,,"CC (정지, 재출발)",자동 2단,AWD,벤틸레이티드 디스크,벤틸레이티드 디스크,,,265/35ZR,305/30ZR,21 인치,21 인치,"전방감지 ,
후방감지 ,
전방카메라 ,
후방카메라 ,
어라운드 뷰 ,
자동주차보조","ABS ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
부주의 운전 경보 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조",액티브 후드,,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
커튼 ,
동승석 무릎",,유,자동디밍,LED,오토 라이트 컨트롤,LED,LED,,"전동접이 ,
전동조절 ,
열선 ,
자동디밍","내비게이션 ,
라디오 ,
오디오 파일 재생 ,
블루투스",4,2 + 2,,,,,,,디지털,"가죽 ,
열선 ,
틸트 ,
텔레스코픽",,BOSE,14,,,,,,84 ℓ,326 ℓ,자동 온도조절,버튼시동,전방 레인센서,"USB ,
스마트폰 무선 충전",2 존,,전자식,"터치스크린 ,
애플 카플레이 ,
안드로이드 오토",,,
포르쉐,The new Taycan,2025년형 터보 GT 전기,스포츠카,Taycan Turbo GT with Weissach package (A/T),"296,100,000원","4,968 mm","1,998 mm","1,378 mm","2,900 mm",,,,,"앞면 ,
앞좌석 ,
뒷좌석 ,
뒷면","앞면 ,
앞좌석 ,
뒷좌석 ,
뒷면",,,,,305 km/h,2.2 초,저공해 1종,전기(배터리),,,105 kWh,,LG 에너지솔루션,,,,,,,,,,,,,,자동 2단,AWD,벤틸레이티드 디스크,벤틸레이티드 디스크,,,265/35ZR,305/30ZR,21 인치,21 인치,"전방감지 ,
후방감지 ,
후방카메라","ABS ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
부주의 운전 경보 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조",액티브 후드,,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
커튼 ,
동승석 무릎",,,자동디밍,LED,오토 라이트 컨트롤,LED,LED,,"전동접이 ,
전동조절 ,
열선 ,
자동디밍","내비게이션 ,
라디오 ,
오디오 파일 재생 ,
블루투스",2,,,,,,,,디지털,"가죽 ,
열선 ,
틸트 ,
텔레스코픽",,,,,,,,,84 ℓ,367 ℓ,자동 온도조절,버튼시동,전방 레인센서,"USB ,
스마트폰 무선 충전",2 존,,전자식,"터치스크린 ,
애플 카플레이 ,
안드로이드 오토",,,
포르쉐,The new Taycan,2025년형 크로스 투리스모 전기,스포츠카,Taycan 4 Cross Turismo (A/T),"144,100,000원","4,974 mm","1,967 mm","1,409 mm","2,904 mm",,,,,,,,,,,220 km/h,4.7 초,저공해 1종,전기(배터리),,,105 kWh,,LG 에너지솔루션,,,,,,,,,,,,,"CC (정지, 재출발)",자동 2단,AWD,벤틸레이티드 디스크,벤틸레이티드 디스크,,,225/55R,275/45R,19 인치,19 인치,"전방감지 ,
후방감지 ,
전방카메라 ,
후방카메라 ,
어라운드 뷰 ,
자동주차보조","ABS ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조",액티브 후드,,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
사이드 (뒤) ,
동승석 무릎",,유,자동디밍,LED,오토 라이트 컨트롤,LED,LED,,"전동접이 ,
전동조절 ,
열선 ,
자동디밍","내비게이션 ,
라디오 ,
오디오 파일 재생 ,
블루투스",5,2 + 3,가죽,"열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침","열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침",2열,,,디지털,"가죽 ,
열선 ,
틸트 ,
텔레스코픽 ,
전동 조절",,BOSE,14,,,,,스마트 트렁크,84 ℓ,446 ℓ,자동 온도조절,버튼시동,"전방 레인센서 ,
후방 와이퍼","USB ,
스마트폰 무선 충전",4 존,,전자식,"터치스크린 ,
애플 카플레이 ,
안드로이드 오토",,,
포르쉐,The new Taycan,2025년형 크로스 투리스모 전기,스포츠카,Taycan 4S Cross Turismo (A/T),"161,700,000원","4,974 mm","1,967 mm","1,409 mm","2,904 mm",,,,,,,,,,,240 km/h,3.8 초,저공해 1종,전기(배터리),,,105 kWh,,LG 에너지솔루션,,,,,,,,,,,,,"CC (정지, 재출발)",자동 2단,AWD,벤틸레이티드 디스크,벤틸레이티드 디스크,,,225/55R,275/45R,19 인치,19 인치,"전방감지 ,
전방카메라 ,
후방카메라 ,
어라운드 뷰 ,
자동주차보조","ABS ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조",액티브 후드,,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (뒤) ,
동승석 무릎",,유,자동디밍,LED,오토 라이트 컨트롤,LED,LED,,"전동접이 ,
전동조절 ,
열선 ,
자동디밍","내비게이션 ,
라디오 ,
오디오 파일 재생 ,
블루투스",5,2 + 3,가죽,"열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침","열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침",2열,,,디지털,"가죽 ,
열선 ,
틸트 ,
텔레스코픽 ,
전동 조절",,BOSE,14,,,,,스마트 트렁크,84 ℓ,446 ℓ,자동 온도조절,버튼시동,"전방 레인센서 ,
후방 와이퍼","USB ,
스마트폰 무선 충전",4 존,,전자식,"터치스크린 ,
애플 카플레이 ,
안드로이드 오토",,,
포르쉐,The new Taycan,2025년형 터보 크로스 투리스모 전기,스포츠카,Taycan Turbo Cross Turismo (A/T),"212,200,000원","4,974 mm","1,967 mm","1,412 mm","2,904 mm",,,,,,,,,,,250 km/h,2.8 초,저공해 1종,전기(배터리),,,105 kWh,,LG 에너지솔루션,,,,,,,,,,,,,"CC (정지, 재출발)",자동 2단,AWD,벤틸레이티드 디스크,벤틸레이티드 디스크,,,245/45R,285/40R,20 인치,20 인치,"전방감지 ,
후방감지 ,
전방카메라 ,
후방카메라 ,
어라운드 뷰 ,
자동주차보조","ABS ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조",액티브 후드,,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
사이드 (뒤) ,
동승석 무릎",,유,자동디밍,LED,오토 라이트 컨트롤,LED,LED,,"전동접이 ,
전동조절 ,
열선 ,
자동디밍","내비게이션 ,
라디오 ,
오디오 파일 재생 ,
블루투스",5,2 + 3,가죽,"열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침","열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침",2열,,,디지털,"가죽 ,
열선 ,
틸트 ,
텔레스코픽 ,
전동 조절",,BOSE,14,,,,,스마트 트렁크,84 ℓ,405 ℓ,자동 온도조절,버튼시동,"전방 레인센서 ,
후방 와이퍼","USB ,
스마트폰 무선 충전",4 존,,전자식,"터치스크린 ,
애플 카플레이 ,
안드로이드 오토",,,
토요타,Sienna,2024년형 가솔린 2.5 하이브리드 2WD,대형MPV,2WD (A/T),"70,600,000원","5,175 mm","1,995 mm","1,775 mm","3,060 mm","1,730 mm","1,730 mm",,,,,직렬 4기통,"2,487 cc","189/6,000 ps/rpm","24.1/4,400 kg.m/rpm",,,저공해 2종,가솔린+전기,68.2 ℓ,109 g/km,,,,,,,,,2 등급,14.5 km/ℓ,14.0 km/ℓ,15.0 km/ℓ,,,,"CC (정지, 재출발) ,
고속도로 주행 보조",CVT (무단),FF,벤틸레이티드 디스크,벤틸레이티드 디스크,맥퍼슨 스트럿,더블 위시본,235/50R,235/50R,20 인치,20 인치,"전방감지 ,
후방감지 ,
전방카메라 ,
후방카메라 ,
측면카메라 ,
어라운드 뷰","ABS ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
경사로 밀림 방지 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조 ,
주행 조향 보조",,,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
사이드 (뒤) ,
커튼",,무,카메라 뷰,LED,오토 하이빔,LED,"LED ,
급제동 경보",LED,"전동접이 ,
전동조절 ,
열선 ,
자동디밍 ,
후진 자동하향 ,
방향지시등","내비게이션 ,
라디오 ,
오디오 파일 재생 ,
블루투스",7,2 + 2 + 3,가죽,"열선 ,
통풍 ,
전동조절","열선 ,
통풍 ,
전동조절 ,
이지억세스 ,
메모리 ,
요추받침",,"2열 ,
3열",,"HUD ,
아날로그","가죽 ,
열선 ,
틸트 ,
텔레스코픽 ,
전동 조절",9 인치,JBL,12,,,,,"전동식 ,
스마트 트렁크",,,자동 온도조절,버튼시동,전방 레인센서,"12V 파워 아울렛 ,
USB ,
스마트폰 무선 충전",4 존,선루프,"전자식 ,
오토홀드","터치스크린 ,
애플 카플레이 ,
안드로이드 오토 ,
미러링 ,
뒷좌석 모니터",,,
토요타,Sienna,2024년형 가솔린 2.5 하이브리드 AWD,대형MPV,AWD (E-four) (A/T),"70,500,000원","5,175 mm","1,995 mm","1,775 mm","3,060 mm","1,730 mm","1,730 mm",,,,,직렬 4기통,"2,487 cc","189/6,000 ps/rpm","24.1/4,400 kg.m/rpm",,,저공해 2종,가솔린+전기,68.2 ℓ,117 g/km,,,,,,,,,3 등급,13.7 km/ℓ,13.3 km/ℓ,14.1 km/ℓ,,,,"CC (정지, 재출발) ,
고속도로 주행 보조",CVT (무단),AWD,벤틸레이티드 디스크,벤틸레이티드 디스크,맥퍼슨 스트럿,더블 위시본,235/65R,235/65R,17 인치,17 인치,"전방감지 ,
후방감지 ,
전방카메라 ,
후방카메라 ,
측면카메라 ,
어라운드 뷰","ABS ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
경사로 밀림 방지 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조 ,
주행 조향 보조",,,"운전석 ,
동승석 ,
운전석 무릎 ,
사이드 (앞) ,
사이드 (뒤) ,
커튼",,무,카메라 뷰,LED,오토 하이빔,LED,"LED ,
급제동 경보",LED,"전동접이 ,
전동조절 ,
열선 ,
자동디밍 ,
후진 자동하향 ,
방향지시등","내비게이션 ,
라디오 ,
오디오 파일 재생 ,
블루투스",7,2 + 2 + 3,가죽,"열선 ,
통풍 ,
전동조절","열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침",,"2열 ,
3열",,아날로그,"가죽 ,
열선 ,
틸트 ,
텔레스코픽 ,
전동 조절",9 인치,JBL,12,,,,,"전동식 ,
스마트 트렁크",,,자동 온도조절,버튼시동,전방 레인센서,"12V 파워 아울렛 ,
USB ,
스마트폰 무선 충전",4 존,선루프,"전자식 ,
오토홀드","터치스크린 ,
애플 카플레이 ,
안드로이드 오토 ,
미러링",,,
랜드로버,Range Rover,2024년형 가솔린 3.0 플러그인 하이브리드,대형SUV,P550e Autobiography SWB (A/T),"234,700,000원","5,052 mm","2,003 mm","1,870 mm","2,997 mm","1,702 mm","1,704 mm",,,,앞면,직렬 6기통,"2,997 cc","550/5,500~6,500 ps/rpm","81.6/2,000~5,000 kg.m/rpm",242 km/h,5.0 초,,가솔린+전기,71.5 ℓ,,,,,,,,,,,,,,,,,"CC (정지, 재출발) ,
고속도로 주행 보조 ,
경사로 저속 주행장치",자동 8단,AWD,벤틸레이티드 디스크,벤틸레이티드 디스크,더블 위시본,멀티링크,285/45R,285/45R,22 인치,22 인치,"전방감지 ,
후방감지 ,
측면감지 ,
전방카메라 ,
후방카메라 ,
측면카메라 ,
어라운드 뷰 ,
조향연동 안내선 ,
자동주차보조","ABS ,
전자 제어 서스펜션 ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
후측방 충돌 방지 보조 ,
경사로 밀림 방지 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조 ,
주행 조향 보조",,지원,,,유,"자동디밍 ,
하이패스 내장 ,
카메라 뷰",LED,"오토 라이트 컨트롤 ,
오토 하이빔",LED,"LED ,
후방 안개등",LED,"전동접이 ,
전동조절 ,
열선 ,
자동디밍 ,
방향지시등","내비게이션 ,
라디오 ,
오디오 파일 재생 ,
블루투스",5,2 + 3,천연가죽,"열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침 ,
안마기능","열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침 ,
안마기능",,2열,전동식,"HUD ,
디지털","가죽 ,
열선 ,
전동 조절",13.1 인치,Meridian,,,,,,"전동식 ,
스마트 트렁크",,"1,050 ℓ","자동 온도조절 ,
자동 성에제거",버튼시동,전방 레인센서,"12V 파워 아울렛 ,
USB ,
스마트폰 무선 충전",4 존,파노라마 선루프,"전자식 ,
오토홀드","터치스크린 ,
음성인식 ,
애플 카플레이 ,
안드로이드 오토",,,
랜드로버,Range Rover,2024년형 가솔린 4.4,대형SUV,P530 Autobiography SWB (A/T),"238,000,000원","5,052 mm","2,003 mm","1,870 mm","2,997 mm","1,702 mm","1,704 mm",,,,앞면,V형 8기통,"4,395 cc","530/5,500~6,500 ps/rpm","76.5/1,800~4,600 kg.m/rpm",250 km/h,4.6 초,,가솔린,90 ℓ,,,,,,,,,,,,,,,,,"CC (정지, 재출발) ,
고속도로 주행 보조 ,
경사로 저속 주행장치",자동 8단,AWD,벤틸레이티드 디스크,벤틸레이티드 디스크,더블 위시본,멀티링크,285/45R,285/45R,22 인치,22 인치,"전방감지 ,
후방감지 ,
측면감지 ,
전방카메라 ,
후방카메라 ,
측면카메라 ,
어라운드 뷰 ,
조향연동 안내선 ,
자동주차보조","ABS ,
전자 제어 서스펜션 ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
후측방 충돌 방지 보조 ,
경사로 밀림 방지 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조 ,
주행 조향 보조",,지원,,,유,"자동디밍 ,
하이패스 내장 ,
카메라 뷰",LED,"오토 라이트 컨트롤 ,
오토 하이빔",LED,"LED ,
후방 안개등",LED,"전동접이 ,
전동조절 ,
열선 ,
자동디밍 ,
방향지시등","내비게이션 ,
라디오 ,
오디오 파일 재생 ,
블루투스",5,2 + 3,천연가죽,"열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침 ,
안마기능","열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침 ,
안마기능",,2열,전동식,"HUD ,
디지털","가죽 ,
열선 ,
전동 조절",13.1 인치,Meridian,,,,,,"전동식 ,
스마트 트렁크",,"1,050 ℓ","자동 온도조절 ,
자동 성에제거",버튼시동,전방 레인센서,"12V 파워 아울렛 ,
USB ,
스마트폰 무선 충전",4 존,파노라마 선루프,"전자식 ,
오토홀드","터치스크린 ,
음성인식 ,
애플 카플레이 ,
안드로이드 오토",,,
랜드로버,Range Rover,2024년형 가솔린 4.4,대형SUV,P530 Autobiography LWB (A/T),"249,900,000원","5,252 mm","2,003 mm","1,870 mm","3,197 mm","1,702 mm","1,704 mm",,,,앞면,V형 8기통,"4,395 cc","530/5,500~6,500 ps/rpm","76.5/1,800~4,600 kg.m/rpm",250 km/h,4.7 초,,가솔린,90 ℓ,,,,,,,,,,,,,,,,,"CC (정지, 재출발) ,
고속도로 주행 보조 ,
경사로 저속 주행장치",자동 8단,AWD,벤틸레이티드 디스크,벤틸레이티드 디스크,더블 위시본,멀티링크,285/45R,285/45R,22 인치,22 인치,"전방감지 ,
후방감지 ,
측면감지 ,
전방카메라 ,
후방카메라 ,
측면카메라 ,
어라운드 뷰 ,
조향연동 안내선 ,
자동주차보조","ABS ,
전자 제어 서스펜션 ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
후측방 충돌 방지 보조 ,
경사로 밀림 방지 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조 ,
주행 조향 보조",,지원,,,유,"자동디밍 ,
하이패스 내장 ,
카메라 뷰",LED,"오토 라이트 컨트롤 ,
오토 하이빔",LED,"LED ,
후방 안개등",LED,"전동접이 ,
전동조절 ,
열선 ,
자동디밍 ,
방향지시등","내비게이션 ,
라디오 ,
오디오 파일 재생 ,
블루투스",5,2 + 3,천연가죽,"열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침 ,
안마기능","열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침 ,
안마기능",,2열,전동식,"HUD ,
디지털","가죽 ,
열선 ,
전동 조절",13.1 인치,Meridian,,,,,,"전동식 ,
스마트 트렁크",,"1,050 ℓ","자동 온도조절 ,
자동 성에제거",버튼시동,전방 레인센서,"12V 파워 아울렛 ,
USB ,
스마트폰 무선 충전",4 존,파노라마 선루프,"전자식 ,
오토홀드","터치스크린 ,
음성인식 ,
애플 카플레이 ,
안드로이드 오토",,,
랜드로버,Range Rover,2024년형 가솔린 4.4,대형SUV,P530 Autobiography LWB (7인승) (A/T),"244,800,000원","5,252 mm","2,003 mm","1,870 mm","3,197 mm","1,702 mm","1,704 mm",,,,앞면,V형 8기통,"4,395 cc","530/5,500~6,500 ps/rpm","76.5/1,800~4,600 kg.m/rpm",250 km/h,4.8 초,,가솔린,90 ℓ,,,,,,,,,,,,,,,,,"CC (정지, 재출발) ,
고속도로 주행 보조 ,
경사로 저속 주행장치",자동 8단,AWD,벤틸레이티드 디스크,벤틸레이티드 디스크,더블 위시본,멀티링크,285/45R,285/45R,22 인치,22 인치,"전방감지 ,
후방감지 ,
측면감지 ,
전방카메라 ,
후방카메라 ,
측면카메라 ,
어라운드 뷰 ,
조향연동 안내선 ,
자동주차보조","ABS ,
전자 제어 서스펜션 ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
후측방 충돌 방지 보조 ,
경사로 밀림 방지 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조 ,
주행 조향 보조",,지원,,,유,"자동디밍 ,
하이패스 내장 ,
카메라 뷰",LED,"오토 라이트 컨트롤 ,
오토 하이빔",LED,"LED ,
후방 안개등",LED,"전동접이 ,
전동조절 ,
열선 ,
자동디밍 ,
방향지시등","내비게이션 ,
라디오 ,
오디오 파일 재생 ,
블루투스",7,2 + 3 + 2,천연가죽,"열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침 ,
안마기능","열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침 ,
안마기능",,2열,전동식,"HUD ,
디지털","가죽 ,
열선 ,
전동 조절",13.1 인치,Meridian,,,,,,"전동식 ,
스마트 트렁크",,312 ℓ,"자동 온도조절 ,
자동 성에제거",버튼시동,전방 레인센서,"12V 파워 아울렛 ,
USB ,
스마트폰 무선 충전",4 존,파노라마 선루프,"전자식 ,
오토홀드","터치스크린 ,
음성인식 ,
애플 카플레이 ,
안드로이드 오토",,,
랜드로버,Range Rover,2024년형 가솔린 4.4,대형SUV,P615 SV LWB (A/T),"326,600,000원","5,252 mm","2,003 mm","1,870 mm","3,197 mm","1,702 mm","1,704 mm",,,,앞면,V형 8기통,"4,395 cc","615/5,855~7,000 ps/rpm","76.5/1,800~5,400 kg.m/rpm",261 km/h,4.6 초,,가솔린,90 ℓ,,,,,,,,,,,,,,,,,"CC (정지, 재출발) ,
고속도로 주행 보조 ,
경사로 저속 주행장치",자동 8단,AWD,벤틸레이티드 디스크,벤틸레이티드 디스크,더블 위시본,멀티링크,285/45R,285/45R,22 인치,22 인치,"전방감지 ,
후방감지 ,
측면감지 ,
전방카메라 ,
후방카메라 ,
측면카메라 ,
어라운드 뷰 ,
조향연동 안내선 ,
자동주차보조","ABS ,
전자 제어 서스펜션 ,
전방 추돌 경고 ,
전방 자동 긴급제동 ,
차선 이탈 경고 ,
후측방 사각 지대 경고 ,
후측방 충돌 방지 보조 ,
경사로 밀림 방지 ,
타이어 공기압 경고 ,
차선 이탈 방지 보조 ,
주행 조향 보조",,지원,,,유,"자동디밍 ,
하이패스 내장 ,
카메라 뷰",LED,"오토 라이트 컨트롤 ,
오토 하이빔",LED,"LED ,
후방 안개등",LED,"전동접이 ,
전동조절 ,
열선 ,
자동디밍 ,
방향지시등","내비게이션 ,
라디오 ,
오디오 파일 재생 ,
블루투스",5,2 + 3,천연가죽,"열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침 ,
안마기능","열선 ,
통풍 ,
전동조절 ,
메모리 ,
요추받침 ,
안마기능",,2열,전동식,"HUD ,
디지털","가죽 ,
열선 ,
전동 조절",13.1 인치,Meridian,,,,,,"전동식 ,
스마트 트렁크",,"1,050 ℓ","자동 온도조절 ,
자동 성에제거",버튼시동,전방 레인센서,"12V 파워 아울렛 ,
USB ,
220V ,
스마트폰 무선 충전",4 존,파노라마 선루프,"전자식 ,
오토홀드","터치스크린 ,
음성인식 ,
애플 카플레이 ,
안드로이드 오토",,,
